id,num_orders
1177098,1050.636529017621
1486011,956.4821259866026
1301735,880.6932347052734
1273097,923.4262015666211
1450902,902.3306657446393
1158165,988.1540967309063
1077876,972.936481298484
1479002,1151.3509040983074
1281555,1181.2728843296516
1220629,1177.4697380667212
1287288,1412.2003400385008
1149272,1317.4486677466577
1430093,1377.1129736331188
1157251,1305.2682741182687
1364131,4183.948777666427
1227970,3358.965668025561
1411427,1388.0603994111061
1033512,1445.335812636981
1249878,1455.3366161598892
1449349,1357.8906745488823
1386036,440.95158815639786
1177651,428.15753667648397
1261268,410.7261093135408
1316488,385.1763122124581
1297387,390.6547120896469
1240915,364.2153396758988
1140431,435.9106890547583
1013079,333.80350760092625
1361178,410.8034780637656
1097810,444.3841653228918
1391435,182.98799222706165
1099528,174.41831864548723
1117969,146.42632204770922
1054117,146.7784482087649
1103779,132.12654783346173
1285350,154.4426499244414
1367217,144.4846016894919
1416683,136.31694339422006
1118412,132.11808014856942
1293675,141.96798867407955
1330467,137.0359863769481
1189762,142.65154258111562
1408479,124.6665579812502
1375495,126.68765468588683
1361615,332.2056252626051
1498846,203.7097592748849
1145843,132.93333834374548
1310857,131.71612451392744
1315483,136.19716533388194
1074295,139.48549853427048
1279057,107.46628363693533
1092985,102.6669809077736
1259030,114.05066985193669
1326687,99.48996517186099
1373522,107.34837952869883
1157350,102.16745698488099
1250173,86.95351293191833
1152295,82.83449742049005
1348202,90.36693897496387
1284570,83.8579144736992
1158868,29.426612130639388
1047566,28.591850084232725
1209129,29.690326540478164
1004886,31.428310521235986
1195396,32.38064379232359
1271245,30.335071103340834
1093884,30.709769152498158
1259014,30.775225674250077
1399101,168.86820948122235
1437934,268.75444976580076
1416330,308.57923732082094
1302476,298.237290539263
1146657,309.74856087093315
1057285,339.90589797319575
1349227,335.68468161914257
1368165,171.07083862290898
1422379,180.8632660711502
1086047,187.2080045108733
1002589,646.840915549531
1017711,658.7641391066805
1211204,613.4567571425348
1345688,562.337481117566
1210501,590.7578966434045
1084025,560.3868162483336
1239272,577.5233765985087
1022695,534.3796798923269
1011110,555.5381056330557
1005560,604.2305748876411
1225988,87.36545010431155
1366211,98.9935482489399
1324708,102.60655348760488
1184103,103.5010775475964
1310794,101.55901058981308
1388767,112.90310724054157
1272864,96.10176936646627
1133154,111.56615075046628
1344662,91.51855032983477
1038802,94.10179883185033
1467437,61.87483202502708
1329046,62.25511051079982
1057669,419.30638038348394
1331479,358.2865333901191
1232705,51.15818836712821
1401490,52.2224853988882
1196960,49.93218834942307
1119175,53.70259812720771
1149199,56.891282993826785
1297151,74.0438464121758
1408811,414.3173568472313
1237636,442.99914668529544
1008635,440.86249483487376
1481250,434.542488806177
1481724,901.5172783623678
1458403,866.7305323654786
1438049,676.2504647606333
1197105,389.7279472836343
1181471,385.8023769903414
1352308,374.2258699865905
1399262,188.41062942914874
1398440,292.60159936057164
1472243,416.074168824366
1342553,442.257153160418
1303872,333.61041085355237
1374742,188.25800085238157
1160087,204.51333041725164
1449481,209.81256465489335
1409784,222.93261666611593
1181977,230.7994503872329
1236099,161.49652665673943
1088551,171.4772199965614
1438339,155.6691069923785
1374498,150.4867749339975
1173658,328.026704480157
1008292,386.49915643113377
1045869,159.16126317967945
1284400,151.03241136782256
1228589,191.54038485637898
1136450,192.37960251841704
1192132,224.93560188465867
1277023,228.66442252813061
1226033,218.1094112765874
1383481,275.2134579621906
1345596,249.035443435933
1346637,235.45337628998928
1099736,239.79756218811082
1070940,237.4862704369711
1283616,208.1047313927851
1412687,240.5357711395954
1078901,1065.3609270166871
1229539,1102.936512850736
1340614,1057.1888212879817
1428262,1087.864966996334
