ID,Count
18288,411.7150450360297
18289,328.5701457648214
18290,278.07154538028425
18291,229.76058358093633
18292,193.39017753753814
18293,173.1161089102484
18294,186.14682570028936
18295,215.88115081804628
18296,248.6006148747909
18297,321.24631224049216
18298,455.9726564133213
18299,505.50547655289216
18300,510.86116700225205
18301,451.81687475316244
18302,483.1023014764721
18303,477.00032629236534
18304,464.82564199218143
18305,475.654087163018
18306,487.36051437473327
18307,517.1387385945343
18308,496.95246817133204
18309,463.85254523020694
18310,465.5353441418911
18311,454.5313025628791
18312,392.3455484540415
18313,313.1122741323234
18314,264.98942483907285
18315,218.95129474876092
18316,184.2919664617791
18317,164.9717092332079
18318,177.3893844854943
18319,205.72483211339483
18320,236.90498019212814
18321,306.1329968007467
18322,434.52102155964474
18323,481.7235265893907
18324,486.82725386882566
18325,430.5607523045642
18326,460.3743285980938
18327,454.5594262059507
18328,442.957510641771
18329,453.2765220810653
18330,464.4322101235458
18331,492.8094915816058
18332,473.57290201335286
18333,442.03019407323916
18334,443.6338242293458
18335,433.1474774694145
18336,377.9187279912867
18337,301.59891663052156
18338,255.24557819229545
18339,210.90030237258998
18340,177.51542184862274
18341,158.90558400273375
18342,170.8666526434875
18343,198.16018602699228
18344,228.1938182344319
18345,294.876272211996
18346,418.5433794275125
18347,464.0102153050541
18348,468.92627495976024
18349,414.72873204517236
18350,443.4460422685651
18351,437.84495790787525
18352,426.66965290045596
18353,436.60922706570864
18354,447.35471264976553
18355,474.68854160421074
18356,456.15929490020187
18357,425.77643441128066
18358,427.3210979639889
18359,417.22034151497564
18360,262.62569939611956
18361,209.58904798978074
18362,177.3768895942729
18363,146.5601869159857
18364,123.36015223269544
18365,110.42768469952347
18366,118.7397470151422
18367,137.7067437869972
18368,158.57790755760163
18369,204.91730493647697
18370,290.8568419829679
18371,322.45294634946873
18372,325.8692459648719
18373,288.2059428278465
18374,308.162359706895
18375,304.27001834180464
18376,296.5040039155333
18377,303.41127636197643
18378,310.87859792569884
18379,329.87359715341796
18380,316.99713453197364
18381,295.88328281054845
18382,296.95671028533354
18383,289.93742801543476
18384,261.672629037666
18385,208.82844798165178
18386,176.73318771690253
18387,146.02831905156793
18388,122.91247744390805
18389,110.02694191889776
18390,118.30883970671573
18391,137.20700512484677
18392,158.00242730739666
18393,204.17365871404627
18394,289.80132062582436
18395,321.2827625256147
18396,324.68666436766006
18397,287.1600416008494
18398,307.04403651421785
18399,303.16582048106784
18400,295.42798897128193
18401,302.31019488142795
18402,309.75041748699135
18403,328.6764837398934
18404,315.8467498844246
18405,294.8095204671941
18406,295.8790524667438
18407,288.88524321751447
18408,410.14065466637317
18409,327.3136998819571
18410,277.00820516864843
18411,228.8819835528882
18412,192.65065723879698
18413,172.4541162578379
18414,185.43500383888752
18415,215.0556254724554
18416,247.64997093144086
18417,320.01787255538216
18418,454.2290257936993
18419,503.57243338702017
18420,508.9076437796807
18421,450.0891357622361
18422,481.2549276188154
18423,475.17628626980064
18424,463.04815772692245
18425,473.8351951328476
18426,485.49685719330733
18427,515.1612100596022
18428,495.05213154409614
18429,462.0787820681461
18430,463.7551459893373
18431,452.7931836525055
18432,400.4932316371882
18433,319.61455157738936
18434,270.4923543077016
18435,223.49816877137172
18436,188.11908406728332
18437,168.39761077920653
18438,181.0731589300781
18439,209.99703747311065
18440,241.82469122420378
18441,312.49033838310424
18442,443.54454593512247
18443,491.7272865198497
18444,496.9370008637229
18445,439.5020353513522
18446,469.9347382672009
18447,463.9990801213128
18448,452.15623221392934
18449,462.68953443924613
18450,474.0768881963455
18451,503.0434693159674
18452,483.4074011810684
18453,451.20965843286984
18454,452.84659053545295
18455,442.14247800377984
18456,415.42855875780276
18457,331.5337239958667
18458,280.5796453680171
18459,231.83293699657534
18460,195.13448367014237
18461,174.67755062497105
18462,187.82579954357462
18463,217.82831700859634
18464,250.84289823487057
18465,324.1438322678928
18466,460.08535702205415
18467,510.06494443302824
18468,515.4689411811573
18469,455.8920917858012
18470,487.4597012051995
18471,481.3026885167575
18472,469.0181931767485
18473,479.9443068205063
18474,491.75632157051484
18475,521.8031340908493
18476,501.4347911563026
18477,468.0363194506534
18478,469.7342965709672
18479,458.63100270595965
18480,396.05906217581446
18481,316.0758523633687
18482,267.4975248268058
18483,221.0236481643999
18484,186.03627259438332
18485,166.53315094793055
18486,179.0683583287796
18487,207.67199830394492
18488,239.1472635522078
18489,309.0305168281473
18490,438.6337221683776
18491,486.2829944695269
18492,491.435028047731
18493,434.63596933720294
18494,464.7317283268212
18495,458.8617884303428
18496,447.15006182633806
18497,457.56674173855373
18498,468.82801731932744
18499,497.47388707792084
18500,478.0552249983234
18501,446.21396829368564
18502,447.83277665842195
18503,437.247177612495
18504,381.63224171305967
18505,304.56249486156685
18506,257.75367818002826
18507,212.97265578822893
