ID,Count
18288,454.15233905787534
18289,454.15233905787534
18290,454.15233905787534
18291,454.15233905787534
18292,454.15233905787534
18293,454.15233905787534
18294,454.15233905787534
18295,454.15233905787534
18296,454.15233905787534
18297,454.15233905787534
18298,454.15233905787534
18299,454.15233905787534
18300,454.15233905787534
18301,454.15233905787534
18302,454.15233905787534
18303,454.15233905787534
18304,454.15233905787534
18305,454.15233905787534
18306,454.15233905787534
18307,454.15233905787534
18308,454.15233905787534
18309,454.15233905787534
18310,454.15233905787534
18311,454.15233905787534
18312,345.72134829729544
18313,345.72134829729544
18314,345.72134829729544
18315,345.72134829729544
18316,345.72134829729544
18317,345.72134829729544
18318,345.72134829729544
18319,345.72134829729544
18320,345.72134829729544
18321,345.72134829729544
18322,345.72134829729544
18323,345.72134829729544
18324,345.72134829729544
18325,345.72134829729544
18326,345.72134829729544
18327,345.72134829729544
18328,345.72134829729544
18329,345.72134829729544
18330,345.72134829729544
18331,345.72134829729544
18332,345.72134829729544
18333,345.72134829729544
18334,345.72134829729544
18335,345.72134829729544
18336,340.46269884609956
18337,340.46269884609956
18338,340.46269884609956
18339,340.46269884609956
18340,340.46269884609956
18341,340.46269884609956
18342,340.46269884609956
18343,340.46269884609956
18344,340.46269884609956
18345,340.46269884609956
18346,340.46269884609956
18347,340.46269884609956
18348,340.46269884609956
18349,340.46269884609956
18350,340.46269884609956
18351,340.46269884609956
18352,340.46269884609956
18353,340.46269884609956
18354,340.46269884609956
18355,340.46269884609956
18356,340.46269884609956
18357,340.46269884609956
18358,340.46269884609956
18359,340.46269884609956
18360,480.77104542137386
18361,480.77104542137386
18362,480.77104542137386
18363,480.77104542137386
18364,480.77104542137386
18365,480.77104542137386
18366,480.77104542137386
18367,480.77104542137386
18368,480.77104542137386
18369,480.77104542137386
18370,480.77104542137386
18371,480.77104542137386
18372,480.77104542137386
18373,480.77104542137386
18374,480.77104542137386
18375,480.77104542137386
18376,480.77104542137386
18377,480.77104542137386
18378,480.77104542137386
18379,480.77104542137386
18380,480.77104542137386
18381,480.77104542137386
18382,480.77104542137386
18383,480.77104542137386
18384,474.8801197535874
18385,474.8801197535874
18386,474.8801197535874
18387,474.8801197535874
18388,474.8801197535874
18389,474.8801197535874
18390,474.8801197535874
18391,474.8801197535874
18392,474.8801197535874
18393,474.8801197535874
18394,474.8801197535874
18395,474.8801197535874
18396,474.8801197535874
18397,474.8801197535874
18398,474.8801197535874
18399,474.8801197535874
18400,474.8801197535874
18401,474.8801197535874
18402,474.8801197535874
18403,474.8801197535874
18404,474.8801197535874
18405,474.8801197535874
18406,474.8801197535874
18407,474.8801197535874
18408,489.20938995168694
18409,489.20938995168694
18410,489.20938995168694
18411,489.20938995168694
18412,489.20938995168694
18413,489.20938995168694
18414,489.20938995168694
18415,489.20938995168694
18416,489.20938995168694
18417,489.20938995168694
18418,489.20938995168694
18419,489.20938995168694
18420,489.20938995168694
18421,489.20938995168694
18422,489.20938995168694
18423,489.20938995168694
18424,489.20938995168694
18425,489.20938995168694
18426,489.20938995168694
18427,489.20938995168694
18428,489.20938995168694
18429,489.20938995168694
18430,489.20938995168694
18431,489.20938995168694
18432,474.15634265853896
18433,474.15634265853896
18434,474.15634265853896
18435,474.15634265853896
18436,474.15634265853896
18437,474.15634265853896
18438,474.15634265853896
18439,474.15634265853896
18440,474.15634265853896
18441,474.15634265853896
18442,474.15634265853896
18443,474.15634265853896
18444,474.15634265853896
18445,474.15634265853896
18446,474.15634265853896
18447,474.15634265853896
18448,474.15634265853896
18449,474.15634265853896
18450,474.15634265853896
18451,474.15634265853896
18452,474.15634265853896
18453,474.15634265853896
18454,474.15634265853896
18455,474.15634265853896
18456,462.22175283657515
18457,462.22175283657515
18458,462.22175283657515
18459,462.22175283657515
18460,462.22175283657515
18461,462.22175283657515
18462,462.22175283657515
18463,462.22175283657515
18464,462.22175283657515
18465,462.22175283657515
18466,462.22175283657515
18467,462.22175283657515
18468,462.22175283657515
18469,462.22175283657515
18470,462.22175283657515
18471,462.22175283657515
18472,462.22175283657515
18473,462.22175283657515
18474,462.22175283657515
18475,462.22175283657515
18476,462.22175283657515
18477,462.22175283657515
18478,462.22175283657515
18479,462.22175283657515
18480,353.7907776855346
18481,353.7907776855346
18482,353.7907776855346
18483,353.7907776855346
18484,353.7907776855346
18485,353.7907776855346
18486,353.7907776855346
18487,353.7907776855346
18488,353.7907776855346
18489,353.7907776855346
18490,353.7907776855346
18491,353.7907776855346
18492,353.7907776855346
18493,353.7907776855346
18494,353.7907776855346
18495,353.7907776855346
18496,353.7907776855346
18497,353.7907776855346
18498,353.7907776855346
18499,353.7907776855346
18500,353.7907776855346
18501,353.7907776855346
18502,353.7907776855346
18503,353.7907776855346
18504,348.5321144317503
18505,348.5321144317503
18506,348.5321144317503
18507,348.5321144317503
18508,348.5321144317503
18509,348.5321144317503
18510,348.5321144317503
18511,348.5321144317503
18512,348.5321144317503
18513,348.5321144317503
18514,348.5321144317503
18515,348.5321144317503
18516,348.5321144317503
18517,348.5321144317503
18518,348.5321144317503
18519,348.5321144317503
18520,348.5321144317503
18521,348.5321144317503
18522,348.5321144317503
18523,348.5321144317503
18524,348.5321144317503
18525,348.5321144317503
18526,348.5321144317503
18527,348.5321144317503
18528,488.8404732268959
18529,488.8404732268959
18530,488.8404732268959
18531,488.8404732268959
18532,488.8404732268959
18533,488.8404732268959
18534,488.8404732268959
18535,488.8404732268959
18536,488.8404732268959
18537,488.8404732268959
18538,488.8404732268959
18539,488.8404732268959
18540,488.8404732268959
18541,488.8404732268959
18542,488.8404732268959
18543,488.8404732268959
18544,488.8404732268959
18545,488.8404732268959
18546,488.8404732268959
18547,488.8404732268959
18548,488.8404732268959
18549,488.8404732268959
18550,488.8404732268959
18551,488.8404732268959
18552,482.94953675283006
18553,482.94953675283006
18554,482.94953675283006
18555,482.94953675283006
18556,482.94953675283006
18557,482.94953675283006
18558,482.94953675283006
18559,482.94953675283006
18560,482.94953675283006
18561,482.94953675283006
18562,482.94953675283006
18563,482.94953675283006
18564,482.94953675283006
18565,482.94953675283006
18566,482.94953675283006
18567,482.94953675283006
18568,482.94953675283006
18569,482.94953675283006
18570,482.94953675283006
18571,482.94953675283006
18572,482.94953675283006
18573,482.94953675283006
18574,482.94953675283006
18575,482.94953675283006
18576,497.27881651727444
18577,497.27881651727444
18578,497.27881651727444
18579,497.27881651727444
18580,497.27881651727444
18581,497.27881651727444
18582,497.27881651727444
18583,497.27881651727444
18584,497.27881651727444
18585,497.27881651727444
18586,497.27881651727444
18587,497.27881651727444
18588,497.27881651727444
18589,497.27881651727444
18590,497.27881651727444
18591,497.27881651727444
18592,497.27881651727444
18593,497.27881651727444
18594,497.27881651727444
18595,497.27881651727444
18596,497.27881651727444
18597,497.27881651727444
18598,497.27881651727444
18599,497.27881651727444
18600,482.2257607637595
18601,482.2257607637595
18602,482.2257607637595
18603,482.2257607637595
18604,482.2257607637595
18605,482.2257607637595
18606,482.2257607637595
18607,482.2257607637595
18608,482.2257607637595
18609,482.2257607637595
18610,482.2257607637595
18611,482.2257607637595
18612,482.2257607637595
18613,482.2257607637595
18614,482.2257607637595
18615,482.2257607637595
18616,482.2257607637595
18617,482.2257607637595
18618,482.2257607637595
18619,482.2257607637595
18620,482.2257607637595
18621,482.2257607637595
18622,482.2257607637595
18623,482.2257607637595
18624,470.29117843086544
18625,470.29117843086544
18626,470.29117843086544
18627,470.29117843086544
18628,470.29117843086544
18629,470.29117843086544
18630,470.29117843086544
18631,470.29117843086544
18632,470.29117843086544
18633,470.29117843086544
18634,470.29117843086544
18635,470.29117843086544
18636,470.29117843086544
18637,470.29117843086544
18638,470.29117843086544
18639,470.29117843086544
18640,470.29117843086544
18641,470.29117843086544
18642,470.29117843086544
18643,470.29117843086544
18644,470.29117843086544
18645,470.29117843086544
18646,470.29117843086544
18647,470.29117843086544
18648,361.8601966561359
18649,361.8601966561359
18650,361.8601966561359
18651,361.8601966561359
18652,361.8601966561359
18653,361.8601966561359
18654,361.8601966561359
18655,361.8601966561359
18656,361.8601966561359
18657,361.8601966561359
18658,361.8601966561359
18659,361.8601966561359
18660,361.8601966561359
18661,361.8601966561359
18662,361.8601966561359
18663,361.8601966561359
18664,361.8601966561359
18665,361.8601966561359
18666,361.8601966561359
18667,361.8601966561359
18668,361.8601966561359
18669,361.8601966561359
18670,361.8601966561359
18671,361.8601966561359
18672,356.6015392652429
18673,356.6015392652429
18674,356.6015392652429
18675,356.6015392652429
18676,356.6015392652429
18677,356.6015392652429
18678,356.6015392652429
18679,356.6015392652429
18680,356.6015392652429
18681,356.6015392652429
18682,356.6015392652429
18683,356.6015392652429
18684,356.6015392652429
18685,356.6015392652429
18686,356.6015392652429
18687,356.6015392652429
18688,356.6015392652429
